기업명,신용평점,신용등급(종속변수),유동비율,당좌비율,부채비율,영업이익이자보상비율,차입금/자기자본,차입금/매출액,총자산증가율,매출액증가율,순이익증가율,재고자산회전율,매출채권회전율,총자본회전율,총자본순이익율,매출액순이익율,자기자본순이익율
(주)옵트론텍,6.0,1,63.2,51.0,118.9,3.6,98.4,84.3,-1.0,-.9,8.8,9.8,2.1,.6,5.5,9.9,13.2
(주)엘앤에프,7.0,1,157.3,64.9,93.6,7.6,67.3,24.3,61.9,85.2,120.3,5.9,12.4,1.5,4.0,2.6,8.0
(주)와이지엔터테인먼트,3.0,0,367.4,346.7,40.3,20.7,23.6,26.9,31.8,56.0,-31.9,23.5,11.1,.7,5.1,7.3,7.3
(주)와이제이엠게임즈,5.0,0,2158.9,2158.9,3.2,-79.8,1.3,9.7,519.0,54.6,7.6,18258.0,13.7,.2,-5.8,-24.9,-6.2
(주)아즈텍더블유비이,3.0,0,1199.6,794.8,6.6,26.6,3.4,7.0,6.0,.7,13.7,2.6,2.7,.6,4.8,8.2,5.3
(주)피앤이솔루션,5.0,0,146.4,68.6,71.6,8.4,36.5,26.8,29.0,20.5,43.0,2.7,6.5,.7,5.0,7.5,7.9
금호타이어(주),6.0,1,78.0,65.4,144.3,2.0,92.6,54.6,1.7,-1.8,70.9,13.0,3.5,.7,.4,.6,1.0
신라젠(주),6.0,1,306.3,306.3,31.1,-4.3,15.4,189.9,85.2,254.9,74.5,21.7,2.7,.1,-19.7,-389.9,-28.0
대우조선해양(주),10.0,1,63.6,55.6,5543.7,-20.4,2455.7,60.3,-21.0,-17.5,-23.3,8.6,2.2,.8,-19.6,-26.3,-914.5
신풍제지(주),7.0,1,59.1,49.9,252.1,8.3,16.6,6.2,1.0,15.1,22.3,11.4,6.0,.9,.9,1.0,3.0
(주)엑사이엔씨,7.0,1,87.4,77.8,127.4,7.9,45.0,11.3,21.7,31.7,136.6,27.5,4.7,1.5,-.5,-.3,-1.0
코스맥스(주),3.0,0,137.6,100.6,112.5,15.6,43.3,17.0,62.0,35.7,57.9,8.2,4.6,1.5,10.1,6.9,24.4
(주)동운아나텍,4.0,0,460.9,303.3,30.5,45.4,9.2,2.7,-1.6,-3.9,-83.4,5.8,5.6,1.3,3.1,2.4,3.9
(주)알에프세미,4.0,0,136.6,67.0,63.5,4.8,41.9,39.6,1.5,4.9,-41.5,3.0,6.6,.7,1.7,2.5,2.8
(주)지니뮤직,5.0,0,220.4,220.2,61.6,496.1,23.5,25.7,21.6,24.8,143.5,1483.9,3.8,1.1,8.2,7.4,12.9
(주)셀트리온헬스케어,6.0,1,168.8,39.9,209.8,4.9,29.7,24.4,25.2,172.1,314.1,.5,3.3,.4,6.1,14.6,18.8
(주)뉴프렉스,7.0,1,117.0,59.5,160.5,.6,91.6,28.8,-11.1,21.4,10.6,5.3,5.7,1.3,-1.9,-1.5,-5.2
지에스건설(주),7.0,1,135.8,126.5,266.9,3.3,91.4,30.3,3.9,10.2,17.2,17.2,2.6,.8,-.3,-.4,-1.1
(주)한네트,3.0,0,220.4,220.4,88.2,3.9,71.9,97.9,-1.9,2.2,17.0,1885.4,13.9,.4,3.4,8.3,6.5
삼양통상(주),2.0,0,644.2,422.3,15.6,77.8,6.4,18.8,-6.9,-11.3,113.4,2.7,4.1,.7,8.0,12.3,9.9
대아티아이(주),4.0,0,255.4,247.9,30.5,226723.0,.7,.4,15.9,36.8,161.0,67.6,2.4,.8,10.4,12.7,13.5
(주)넥스트아이,5.0,0,797.7,768.5,43.7,1.1,35.7,49.6,89.5,-1.0,-52.9,18.9,2.7,.4,1.7,4.7,2.2
(주)이엔쓰리,4.0,0,202.7,124.2,57.0,30.2,15.2,6.2,53.7,112.2,246.6,8.5,256.5,2.1,11.9,5.6,19.1
루미마이크로(주),7.0,1,196.3,99.4,84.5,.8,36.9,16.4,-13.9,-24.0,-9.4,4.3,6.1,1.5,-3.9,-2.6,-7.5
(주)휴스틸,6.0,1,149.2,108.4,47.8,.4,31.8,23.9,16.1,8.6,7.9,6.2,4.3,.7,.4,.6,.5
(주)카스,7.0,1,79.8,59.1,198.0,1.1,121.3,45.5,-5.0,1.4,-30.0,7.8,3.0,1.0,-1.0,-1.0,-3.0
서암기계공업(주),2.0,0,550.1,470.9,15.5,745.3,1.4,1.0,1.8,-7.7,-33.2,4.6,5.2,.5,1.5,2.9,1.7
(주)두산,3.0,0,77.7,57.1,77.3,5.5,51.3,47.7,7.7,10.3,24.7,11.3,7.1,.6,4.3,7.4,7.3
(주)파인디지털,4.0,0,1233.6,913.2,12.1,-40163.1,18.1,27.5,-5.2,-9.1,-28.9,4.2,9.5,.6,-1.7,-2.7,-1.9
(주)서울옥션,6.0,1,203.5,84.8,71.7,5.9,49.2,67.4,.6,-11.7,-61.6,.9,3.2,.4,2.7,6.9,4.6
(주)세동,7.0,1,52.2,43.5,549.3,-.4,317.4,50.6,-3.0,-4.6,8.6,16.4,5.2,1.0,-5.6,-5.8,-31.1
(주)대창솔루션,8.0,1,51.4,30.2,124.0,-3.6,102.5,144.3,-2.7,-16.4,-50.9,3.5,3.9,.3,-9.2,-30.9,-19.6
금호전기(주),8.0,1,106.9,84.9,83.4,-.3,73.0,153.8,-11.9,-14.2,-10.7,3.8,1.2,.3,-6.1,-23.3,-11.3
(주)SH에너지화학,2.0,0,652.0,563.5,19.3,209.5,3.4,2.4,7.8,.2,39.0,19.3,5.7,1.8,14.8,8.2,18.1
나라엠앤디(주),5.0,0,122.8,68.4,94.4,5.3,45.4,36.2,6.4,-4.0,-19.8,2.9,3.0,.7,2.8,3.9,5.4
(주)세화아이엠씨,7.0,1,62.0,52.2,66.8,.1,52.8,65.3,-11.3,-5.2,96.9,10.9,3.0,.5,-7.6,-16.1,-12.4
(주)티피씨메카트로닉스,8.0,1,96.7,70.5,430.0,-3.0,191.9,33.9,3.4,.3,48.9,7.0,3.5,1.0,-9.1,-8.9,-37.0
(주)유양디앤유,6.0,1,175.1,127.7,69.7,-3.3,50.6,38.9,5.0,-23.5,-46.8,4.5,4.1,1.0,-5.0,-5.3,-10.0
효성오앤비(주),3.0,0,384.8,278.1,19.0,29.5,13.2,22.6,.7,-1.0,-28.0,3.4,3.2,.6,6.9,12.3,8.4
(주)에프앤리퍼블릭,8.0,1,128.4,100.8,88.5,-8.1,81.8,60.4,-35.0,-2.9,6.9,3.0,3.8,.8,-68.6,-89.7,-138.6
(주)황금에스티,4.0,0,227.3,137.9,41.4,13.4,30.6,41.5,-.3,-9.4,491.0,2.9,4.8,.5,4.8,10.0,7.1
(주)메디플란트,8.0,1,146.8,142.6,124.0,-2.4,111.6,97.6,-50.8,1.4,25.6,62.8,321.3,.6,-55.9,-93.5,-159.9
(주)아모레퍼시픽그룹,2.0,0,5090.0,5090.0,2.8,293.8,23.3,231.6,.7,21.2,5.8,11.2,17.3,.1,2.7,54.1,2.7
이지웰페어(주),5.0,0,89.2,81.4,141.2,521.2,2.2,1.0,.2,23.6,-70.8,27.4,23.8,.8,1.8,2.1,4.2
(주)모베이스,2.0,0,661.5,655.5,5.7,5142.6,.2,.3,5.0,-31.3,-12.7,105.3,5.6,.5,7.0,15.6,7.5
(주)아이에스이커머스,6.0,1,175.7,161.9,46.3,1.5,15.2,23.9,8.0,36.1,74.8,10.6,4.1,.5,3.4,7.5,4.9
(주)서플러스글로벌,4.0,0,244.5,43.6,68.7,17.4,50.9,28.7,11.8,5.8,56.4,1.7,90.0,1.1,16.0,14.1,29.3
(주)아이센스,2.0,0,411.3,284.0,28.6,68.4,15.1,17.5,17.1,22.8,22.5,5.6,3.8,.7,10.9,16.4,13.9
새론오토모티브(주),2.0,0,477.9,427.0,15.0,6375.6,.1,.1,5.0,-3.3,-21.0,12.8,5.5,.7,7.3,10.1,8.4
성문전자(주),5.0,0,261.0,207.7,26.1,-2.3,10.2,14.7,-4.3,-11.3,-34.5,9.1,3.7,.8,-1.0,-1.2,-1.3
일신방직(주),3.0,0,370.0,229.7,14.0,36.4,4.4,7.9,1.0,1.2,.5,4.9,8.8,.6,2.2,3.8,2.5
(주)NICE홀딩스,4.0,0,17.4,17.4,19.5,12.5,17.6,172.8,2.3,11.0,169.1,37.6,21.0,.1,4.8,54.5,5.8
(주)LG유플러스,2.0,0,72.5,65.2,146.8,4.9,81.6,37.3,.4,6.1,36.4,36.6,6.7,1.0,4.2,4.4,10.7
현대약품(주),5.0,0,185.1,141.5,50.4,3.9,26.9,20.0,2.7,9.3,-20.9,6.3,2.5,.8,.9,1.1,1.2
(주)노루홀딩스,3.0,0,337.7,337.7,21.4,38.3,16.9,64.0,20.7,201.6,589.4,15.8,10.3,.3,21.3,85.8,26.6
두산인프라코어(주),9.0,1,44.5,30.1,168.6,.4,130.8,126.4,-19.0,-7.6,27.1,5.8,5.6,.4,-1.0,-2.6,-3.1
(주)디아이,6.0,1,126.5,93.6,45.9,.3,31.5,57.4,3.2,-10.3,-34.0,7.3,12.2,.4,-1.4,-3.9,-2.0
한국가스공사,7.0,1,143.8,123.9,380.0,1.0,331.1,133.6,-6.8,-20.8,9.1,14.5,4.6,.5,-2.2,-4.2,-10.2
하나머티리얼즈(주),5.0,0,85.2,38.3,74.3,13.8,56.3,39.8,7.9,16.3,18.7,4.8,11.0,.9,12.9,14.7,24.5
동일산업(주),2.0,0,695.6,558.0,13.8,174.7,2.4,5.2,6.7,-1.3,219.7,6.2,6.4,.9,3.8,4.4,4.2
삼화콘덴서공업(주),6.0,1,92.5,70.3,146.3,5.8,69.6,23.5,7.7,10.5,108.8,10.8,4.4,1.2,3.8,3.1,9.3
(주)테스,3.0,0,362.2,293.0,24.7,148.8,3.4,4.8,49.8,78.4,109.7,7.8,6.8,1.2,18.4,15.9,23.2
대한광통신(주),7.0,1,121.4,89.0,109.4,-.4,56.4,36.7,-16.8,7.6,43.8,6.6,3.9,.8,-8.8,-10.7,-18.5
(주)SPC삼립,2.0,0,71.3,66.4,99.7,19.6,36.1,6.3,9.5,6.9,38.3,118.1,9.0,2.6,5.5,2.1,10.8
(주)알파홀딩스,6.0,1,87.3,86.5,58.2,.3,24.5,22.4,23.1,10.3,37.2,194.9,5.8,.8,-48.3,-63.5,-83.9
DSR(주),3.0,0,228.8,167.4,38.0,40.9,20.9,15.6,12.5,-2.5,17.8,5.9,4.0,1.0,6.7,7.0,9.1
(주)디에스케이,5.0,0,81.2,79.5,102.1,4.5,68.4,42.1,106.9,-16.9,-16.2,22.8,1.9,.6,8.9,16.0,15.4
이화공영(주),5.0,0,170.5,170.2,93.7,78.7,49.9,35.6,31.7,26.9,-4.7,579.3,6.5,2.3,2.0,.9,3.4
(주)한국화장품제조,4.0,0,209.9,178.6,51.4,29.6,23.2,12.7,32.7,42.8,384.4,12.6,4.3,1.1,16.5,14.8,24.4
현대비앤지스틸(주),3.0,0,228.5,146.6,63.5,9.3,38.3,24.9,-2.3,-4.1,479.1,5.7,4.7,1.2,3.8,3.3,6.6
(주)유니테크노,3.0,0,306.3,264.2,36.5,36.1,16.0,16.4,33.8,15.0,151.8,18.2,7.4,1.2,18.8,16.1,30.8
(주)만도,6.0,1,98.9,82.6,176.8,2.3,85.9,26.8,2.0,1.5,9.7,22.3,5.6,1.1,1.8,1.6,5.0
알에프에이치아이씨(주),4.0,0,351.0,167.3,26.5,18.6,14.7,30.7,5.5,24.0,24.3,1.2,4.3,.5,4.4,9.3,5.5
(주)파인디앤씨,5.0,0,127.4,105.8,89.6,6.4,60.0,33.0,49.7,3.1,49.7,12.0,5.0,.8,5.3,6.5,9.0
(주)아이에이치큐,3.0,0,369.9,369.5,12.3,47.4,1.8,5.9,1.6,4.8,29.5,1062.3,3.6,.4,2.8,7.4,3.2
현진소재(주),8.0,1,42.8,21.0,1729.8,.9,1310.8,102.1,-35.5,-25.9,-23.3,4.5,5.9,.7,.6,1.0,6.0
(주)진도,3.0,0,180.6,67.2,55.7,9.5,37.8,32.4,-1.1,1.0,164.8,2.1,5.2,.8,5.4,6.6,8.8
(주)아스트,7.0,1,118.4,59.0,108.6,4.7,79.6,66.8,24.1,11.5,351.1,2.3,2.9,.6,7.6,12.7,16.7
가온미디어(주),5.0,0,204.4,149.7,102.1,23.4,35.2,8.1,7.4,19.9,71.5,7.5,4.0,1.9,7.0,3.8,14.6
(주)제낙스,7.0,1,21.6,16.5,66.9,-2.6,56.6,330.1,3.7,-45.4,-63.2,5.6,1.8,.1,-9.4,-99.1,-16.0
대한제분(주),2.0,0,331.7,267.1,12.2,41.7,7.6,21.9,-6.7,-11.2,-4.9,6.2,11.5,.4,2.9,6.8,3.4
(주)비아트론,3.0,0,349.4,349.0,29.6,128.3,33.5,35.0,57.9,69.0,87.9,615.4,2.4,.7,12.6,17.3,15.5
(주)에스에너지,6.0,1,94.2,88.9,199.8,1.3,60.8,21.4,27.1,-6.0,-5.2,19.1,2.8,1.1,1.1,1.0,3.1
(주)대성엘텍,5.0,0,106.9,66.5,120.3,2.0,67.3,11.9,-.5,1.8,47.0,17.1,15.8,3.3,2.5,.8,7.2
영화테크(주),3.0,0,211.4,182.9,49.0,26.3,24.6,14.3,22.9,16.9,60.3,12.8,4.5,1.2,12.3,10.1,19.1
성보화학(주),3.0,0,471.7,311.6,21.2,20.4,39.7,30.5,80.9,3.5,2198.1,1.3,8.8,.4,49.7,129.4,60.0
(주)골프존뉴딘,5.0,0,463.6,463.6,10.9,-4.4,9.3,134.0,-4.1,-7.8,-10.4,11.0,16.6,.1,-3.5,-73.3,-3.8
(주)원익큐엔씨,3.0,0,97.8,48.4,36.5,22.5,17.3,29.3,29.2,-.4,186.9,6.4,11.7,.6,25.2,40.8,36.0
(주)우신시스템,4.0,0,144.8,144.0,53.8,2.1,17.4,17.6,.2,-15.5,-23.8,62.8,2.0,.6,4.1,6.8,6.6
(주)에이블씨엔씨,4.0,0,291.2,234.3,38.9,1232.5,1.7,.7,14.0,7.7,29.2,10.7,16.3,1.6,6.9,4.4,9.3
(주)코스메카코리아,2.0,0,314.0,270.9,29.5,30.6,15.8,5.1,98.9,60.2,43.0,14.6,5.9,1.5,8.8,5.9,13.8
램테크놀러지(주),7.0,1,36.0,16.9,155.9,-1.9,146.5,133.1,-11.6,-9.7,4.0,4.2,9.3,.4,-5.9,-13.8,-14.9
(주)대유위니아,7.0,1,114.6,80.1,187.6,3.5,32.8,5.3,39.0,3.2,-58.4,10.5,5.0,1.8,1.9,1.0,6.1
한솔홀딩스(주),4.0,0,6.2,6.2,9.2,12.6,7.9,93.9,2.8,11.9,61.9,6.0,8.4,.0,-10.0,-256.3,-10.8
서울도시가스(주),5.0,0,188.8,188.5,65.1,-19.9,1.6,1.0,3.1,-17.5,-27.4,1158.7,4.7,.9,2.5,2.7,4.0
알에스오토메이션(주),6.0,1,112.8,77.8,216.6,3.9,100.7,29.6,21.1,9.6,91.2,5.5,3.6,1.1,5.1,4.5,16.0
롯데쇼핑(주),4.0,0,62.2,30.1,67.6,6.1,27.8,27.3,-.2,-.8,-11.3,7.9,37.8,.6,.2,.3,.3
(주)에이치케이,6.0,1,197.7,108.7,75.4,2.3,58.9,52.4,-2.7,3.9,59.9,2.2,2.1,.7,1.5,2.2,2.6
(주)팜스코,5.0,0,112.8,87.5,88.7,7.3,57.5,29.0,-17.6,5.9,70.4,13.2,5.7,1.3,4.1,3.1,8.9
화천기계(주),4.0,0,227.2,179.7,31.6,150.5,.2,.4,1.1,-15.7,1.9,10.3,5.4,1.2,-1.6,-1.3,-2.0
대창단조(주),2.0,0,559.4,443.8,15.5,279.7,1.3,2.4,10.3,-6.9,8.2,8.7,5.2,1.1,9.7,8.8,11.3
하나마이크론(주),8.0,1,34.6,29.4,180.0,-4.6,136.9,92.4,1.2,-17.3,1.4,21.0,3.1,.5,-7.6,-13.9,-19.5
(주)골프존,4.0,0,146.3,124.9,53.3,59.0,30.2,17.8,3.5,6.9,8.0,30.6,13.3,1.1,20.6,18.2,32.5
(주)리젠,6.0,1,133.1,122.1,98.9,.5,54.6,28.3,32.4,231.5,303.8,14.6,3.8,.7,-45.8,-70.2,-71.9
(주)파라텍,5.0,0,177.9,163.8,95.6,74.2,11.7,1.9,44.1,53.3,5.6,33.1,3.3,1.9,3.1,1.7,5.2
(주)덕성,5.0,0,211.1,157.7,57.3,4.6,36.3,21.3,11.0,38.0,463.1,6.6,4.1,1.0,3.0,3.0,4.6
(주)다산네트웍스,7.0,1,76.7,67.9,98.4,-.1,80.4,337.3,1.2,-52.5,-54.4,6.0,2.0,.1,-7.6,-68.5,-14.6
(주)엠게임,5.0,0,133.1,133.1,43.9,14.1,28.4,23.5,6.5,9.7,158.2,11.1,6.1,.8,9.9,12.3,15.1
(주)다우기술,5.0,0,147.4,146.4,44.3,4.9,32.8,81.6,-5.7,-10.6,27.7,35.5,6.0,.3,3.3,11.2,5.0
(주)브리지텍,2.0,0,395.7,392.3,27.5,55.8,6.4,9.3,1.1,5.3,25.2,69.6,2.8,.9,12.7,14.4,17.2
(주)서울제약,6.0,1,312.8,264.6,120.0,1.3,95.5,84.9,11.9,2.7,-7.6,7.8,2.4,.5,.9,1.8,2.2
(주)쏠리드,7.0,1,85.6,69.4,201.5,2.8,108.5,51.1,2.5,-2.4,-48.2,8.5,2.9,.6,-23.4,-37.4,-60.1
(주)우정비에스씨,5.0,0,304.2,242.0,96.4,5.4,59.3,21.0,36.4,14.9,-16.9,9.4,7.9,1.3,6.7,5.2,13.0
(주)프로스테믹스,2.0,0,1607.5,1568.4,4.5,209.9,8.7,5.6,9.4,-2.2,-23.3,20.8,11.7,.3,10.0,31.6,10.7
(주)코리아에스이,3.0,0,1219.4,722.2,8.2,104.2,2.6,3.1,-2.6,7.8,-6.1,1.8,3.5,.5,2.8,6.2,3.0
(주)서원인텍,4.0,0,326.5,293.0,27.8,4.1,7.6,5.3,6.0,-24.2,.2,22.1,3.6,1.0,8.4,8.3,10.6
일진디스플레이(주),8.0,1,60.6,48.4,141.2,-23.9,93.6,34.2,-30.5,-45.9,-9.9,11.1,7.2,.9,-35.5,-39.5,-68.6
(주)엘아이에스,7.0,1,119.0,52.5,124.5,-6.2,48.1,71.1,23.5,-67.7,-41.6,1.8,2.8,.3,-19.6,-58.8,-37.3
(주)아이티센,9.0,1,38.3,32.6,323.5,-2.2,181.0,25.1,-3.8,31.6,40.2,49.9,18.8,1.7,-6.0,-3.6,-24.3
(주)용평리조트,6.0,1,76.9,72.3,134.3,2.6,32.6,71.2,-4.3,19.3,23.0,11.0,1.4,.2,1.5,6.8,4.0
(주)신원,6.0,1,147.7,64.0,133.7,2.0,78.2,22.6,-1.8,.3,-12.6,4.2,9.9,1.5,-1.1,-.8,-2.7
한양디지텍(주),5.0,0,129.2,77.0,45.8,-14.4,1.6,.8,-13.0,-31.1,-13.7,9.9,10.8,1.5,-.6,-.4,-.9
(주)레드로버,5.0,0,424.6,381.2,13.7,2.2,12.1,40.9,40.0,8.6,1086.0,4.4,1.2,.3,1.1,3.7,1.2
(주)메타바이오메드,6.0,1,127.6,98.3,63.8,7.9,51.4,58.7,7.7,1.7,-20.7,4.6,2.6,.5,.8,1.6,1.3
(주)인터플렉스,7.0,1,117.5,88.7,88.2,-17.4,16.9,15.9,-16.0,.5,-39.9,9.1,4.7,1.1,-13.6,-12.2,-27.7
(주)부방,5.0,0,204.3,167.4,13.4,9.0,5.4,37.2,9.4,-79.8,-99.0,6.0,3.5,.1,1.2,18.1,1.3
(주)풍산홀딩스,3.0,0,460.2,406.0,10.9,1727.2,.5,.5,1.4,-2.8,6.2,10.2,5.5,.2,3.0,12.8,3.3
(주)에스에프에이,4.0,0,169.6,168.9,56.0,29.5,34.6,28.0,44.9,71.2,161.1,359.2,4.2,1.2,12.2,10.6,17.4
한국정밀기계(주),7.0,1,337.2,78.7,26.2,-12.4,16.2,83.4,-13.8,-35.3,7.1,.3,2.0,.2,-14.3,-92.3,-18.0
(주)사조오양,5.0,0,65.2,38.6,127.9,5.9,82.1,40.7,3.5,43.2,20.1,8.1,8.7,1.0,4.0,4.1,9.2
(주)윈팩,9.0,1,20.0,12.4,193.2,-4.6,165.6,113.5,-9.0,-19.8,1.4,13.1,11.9,.5,-17.4,-37.2,-46.1
코리아오토글라스(주),2.0,0,96.9,65.7,64.8,220.3,22.2,8.7,17.4,.4,25.9,9.2,5.7,1.0,9.9,9.6,16.3
(주)액션스퀘어,6.0,1,1350.6,1350.6,20.4,-284.7,24.6,26.7,-20.5,-40.6,-27.4,11.4,14.8,.1,-27.2,-220.9,-33.4
(주)데이타솔루션,6.0,1,148.2,118.3,123.6,19.2,61.3,8.5,82.9,87.4,392.7,23.2,15.1,3.3,10.0,3.0,22.5
(주)창해에탄올,4.0,0,77.5,52.5,59.9,15.2,53.4,45.4,55.8,-2.5,14.0,7.1,4.4,.5,7.8,16.2,10.6
(주)코닉글로리,5.0,0,236.9,206.7,32.1,9.5,8.0,10.3,1.1,-14.2,-18.0,9.5,4.5,.7,4.4,6.3,5.9
(주)대륙제관,3.0,0,197.5,138.9,59.2,28.1,26.3,13.6,9.0,-9.2,12.7,7.7,5.5,1.3,10.2,7.8,16.8
(주)대호피앤씨,5.0,0,82.4,57.3,244.7,3.9,185.4,45.2,-8.5,-7.6,124.5,7.4,3.7,1.3,3.8,3.0,14.6
선창산업(주),5.0,0,119.1,85.1,64.3,3.2,49.7,43.4,1.1,.7,10.1,7.0,4.1,.7,.8,1.2,1.3
(주)인텔리안테크놀로지스,4.0,0,392.6,326.6,47.8,18.3,24.5,20.9,78.1,46.4,42.0,7.7,2.6,1.0,9.2,9.7,14.3
(주)피제이메탈,6.0,1,165.6,61.2,98.5,2.3,77.7,25.6,28.2,-2.5,-53.6,4.7,12.7,1.5,3.6,2.4,6.8
(주)코미코,4.0,0,61.5,58.4,109.2,4.2,60.5,53.0,22.0,14.0,49.5,61.9,6.3,.6,14.5,24.3,30.9
(주)씨씨에스충북방송,5.0,0,109.5,109.5,33.7,-1.7,24.7,62.0,-20.4,-1.4,-10.3,31.5,5.2,.4,-4.2,-10.2,-6.2
(주)지트리비앤티,6.0,1,109.2,96.8,39.2,-5.0,28.4,78.7,5.0,8.2,-16.7,9.5,5.5,.3,-7.2,-24.8,-10.5
씨에스윈드(주),4.0,0,427.7,405.7,12.9,-314.0,14.5,.0,-7.0,12.4,-37.3,10.4,1.8,.5,-8.5,-16.7,-9.4
환인제약(주),2.0,0,813.3,721.1,10.6,297.5,2.3,2.3,3.6,-2.8,-20.1,7.3,2.2,.6,6.9,11.6,7.7
(주)시공테크,5.0,0,189.2,189.2,37.4,-18511.1,25.7,143.8,2.9,14.2,-19.7,9265.5,5.1,.7,-5.0,-7.4,-6.5
엔시트론(주),8.0,1,126.6,101.7,159.2,.8,123.9,40.2,15.1,-23.7,-24.6,7.4,5.5,1.1,.9,.9,2.4
(주)씨티씨바이오,7.0,1,87.2,51.2,99.6,-1.8,77.3,72.5,-4.7,-1.0,-34.5,3.8,2.8,.5,-1.9,-3.7,-3.7
제이준코스메틱(주),5.0,0,314.8,299.0,31.4,7.4,22.5,19.9,320.6,909.7,20280.8,28.3,13.0,1.1,18.4,16.1,25.9
(주)엘오티베큠,4.0,0,214.3,112.1,39.1,1038.7,7.4,2.5,22.5,-5.0,-31.1,5.5,6.8,1.2,6.8,5.7,9.0
(주)유수홀딩스,6.0,1,20.4,20.4,52.3,2.4,44.5,454.1,-.2,9.8,5.3,2534.2,146.9,.1,1.1,17.6,1.7
(주)이노와이어리스,5.0,0,215.1,185.7,16.7,-90.4,7.6,6.5,-6.4,-2.7,-53.4,11.4,4.1,.5,-9.7,-20.1,-11.1
(주)비상교육,2.0,0,286.6,246.5,21.0,135.5,5.4,7.3,.2,-1.0,35.1,7.9,1.8,.6,10.5,18.5,13.4
태원물산(주),3.0,0,297.3,277.7,37.7,20.6,6.5,7.7,2.4,4.3,111.6,17.7,5.2,.7,3.2,4.5,4.5
하이트진로(주),5.0,0,61.2,52.9,146.3,3.1,81.2,66.8,-1.7,-1.6,2.4,14.4,3.3,.5,1.5,3.0,3.6
(주)대림제지,2.0,0,456.9,423.1,23.4,239.1,7.0,7.0,16.5,23.2,11.3,30.3,5.9,.6,15.0,25.2,18.9
(주)이아이디,7.0,1,93.9,93.9,41.1,-2.1,30.0,40.4,-36.6,-4.0,-45.6,7.3,27.0,.7,-28.3,-39.7,-43.4
(주)하이셈,6.0,1,237.2,237.2,23.0,-10.4,19.5,62.0,-13.5,-26.7,-46.0,75.7,10.7,.3,-6.9,-23.2,-8.8
세종텔레콤(주),5.0,0,153.6,151.1,53.4,.5,11.6,13.7,43.5,16.7,13.7,147.4,5.2,.9,-.9,-1.0,-1.6
AK홀딩스(주),2.0,0,8.9,8.9,10.7,10.3,10.2,210.0,.6,14.4,-39.6,1528.1,6.4,.0,2.5,56.6,2.8
(주)인터파크,5.0,0,121.5,109.0,144.8,12908.0,.4,.3,-1.2,12.1,-98.4,15.2,12.0,1.0,.1,.1,.2
(주)팬엔터테인먼트,6.0,1,71.8,68.6,74.0,3.5,56.2,64.3,4.8,69.7,74.1,40.0,5.4,.5,.7,1.3,1.2
(주)누리플랜,6.0,1,132.0,123.2,82.5,2.7,45.0,23.4,8.7,7.1,390.5,26.3,3.3,1.0,7.0,6.9,12.9
신신제약(주),4.0,0,194.4,155.5,99.9,13.8,50.0,27.3,48.9,12.5,10.3,9.1,2.5,1.0,7.7,7.7,15.6
(주)이루온,7.0,1,114.7,114.7,86.1,-2.1,63.7,68.0,-.6,-9.2,82.0,745.6,3.1,.6,-7.9,-14.1,-18.3
(주)프로텍,2.0,0,277.2,225.4,18.5,64.7,7.3,13.3,8.7,27.1,21.4,8.5,4.0,.6,9.2,14.4,11.0
롯데칠성음료(주),4.0,0,86.1,66.0,93.2,6.3,59.1,54.1,5.3,3.2,-89.1,10.3,9.1,.5,.2,.4,.4
에이자기관리부동산투자회사(주),3.0,0,1581.5,1581.5,22.2,2242.8,4.0,.7,-46.2,-36.4,-34.5,6.3,4.1,.7,9.9,13.4,17.6
삼성전자(주),2.0,0,205.4,187.8,27.1,41.2,6.6,6.1,3.5,-.9,-5.4,21.3,6.1,.8,6.7,8.7,8.5
텔코웨어(주),2.0,0,922.3,922.3,10.2,135.1,10.2,8.7,-3.1,-31.1,-45.6,170.7,8.1,.4,3.7,10.8,4.2
(주)예스티,6.0,1,157.9,89.9,92.9,6.3,42.0,33.2,31.9,-25.3,-65.6,4.0,5.0,.7,3.5,4.8,6.1
예스이십사(주),5.0,0,111.4,82.5,134.6,43.7,12.8,1.2,9.3,13.9,-97.7,14.4,23.8,2.3,.2,.1,.4
(주)케이씨티시,3.0,0,54.2,53.7,93.7,4.3,60.4,41.1,-5.1,5.0,25.0,574.3,7.0,.9,4.6,5.4,9.6
미래산업(주),6.0,1,870.7,677.5,15.4,-35.4,.7,24.1,21.5,-12.4,-35.5,1.8,.8,.3,-12.0,-40.7,-15.2
쌍용정보통신(주),8.0,1,127.9,124.6,261.3,-6.1,52.3,6.5,1.2,20.1,27.3,49.5,4.5,2.1,-1.8,-.9,-6.5
백광산업(주),7.0,1,26.3,21.3,123.1,1.1,88.8,93.0,-12.5,4.2,-6.3,25.8,5.5,.5,.8,1.8,2.0
롯데관광개발(주),5.0,0,88.9,88.9,115.8,42.3,7.4,14.0,47.7,15.7,6.5,15.2,145.8,.2,1.0,6.3,1.8
대상(주),5.0,0,143.0,106.4,127.7,6.0,79.4,31.5,18.8,12.4,26.2,9.8,9.8,1.1,4.1,3.9,8.9
(주)휴맥스,6.0,1,185.4,155.5,78.3,-7.7,27.5,11.1,4.3,-11.7,-42.9,9.2,2.6,1.2,-3.2,-2.7,-5.4
